Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
Z-40000-00015,Bike,N/A,R-CORE-X LE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Forest Green,TRUE,FALSE,40000-00015,40000-00015,40000-00016,40000-00017,40000-00018,40000-00019,,,,,,,,,,84,84,TW,"94% Polyester
6% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• Polyester/Spandex mesh fabric to reduce body temperature
• Moisture management & anti-microbial properties
• Fade resistant sublimated graphics
• Drop tail provides increased coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=68f6a7cc-fb36-4f26-925b-b3de189ad4cb,https://fs.amplifi.io//file?id=68f6a7cc-fb36-4f26-925b-b3de189ad4cb&variant=thumb&extension=png
Z-40000-00020,Bike,N/A,R-CORE-X LE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Sunset,TRUE,FALSE,40000-00020,40000-00020,40000-00021,40000-00022,40000-00023,40000-00024,,,,,,,,,,84,84,TW,"94% Polyester
6% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• Polyester/Spandex mesh fabric to reduce body temperature
• Moisture management & anti-microbial properties
• Fade resistant sublimated graphics
• Drop tail provides increased coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=171554a9-2558-467e-a411-fa349329efbf,https://fs.amplifi.io//file?id=171554a9-2558-467e-a411-fa349329efbf&variant=thumb&extension=png
Z-40001-00000,Bike,N/A,R-CORE-X,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Black,TRUE,FALSE,40001-00000,40001-00000,40001-00001,40001-00002,40001-00003,40001-00004,40001-00005,40001-00006,,,,,,,,149,149,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes and perforated back leg panels fr increased airflow 
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool
• Tapered leg reduces drag and articulated knee improves mobility",https://fs.amplifi.io//file?id=49d357b7-9e61-43a8-a47f-b90aaec870ee,https://fs.amplifi.io//file?id=49d357b7-9e61-43a8-a47f-b90aaec870ee&variant=thumb&extension=png
Z-40001-00007,Bike,N/A,R-CORE-X LE,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Forest Green,TRUE,FALSE,40001-00007,40001-00007,40001-00008,40001-00009,40001-00010,40001-00011,40001-00012,40001-00013,,,,,,,,159,159,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes and perforated back leg panels fr increased airflow 
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool
• Tapered leg reduces drag and articulated knee improves mobility",https://fs.amplifi.io//file?id=448963b8-ac55-4808-9ee9-9f8711317a71,https://fs.amplifi.io//file?id=448963b8-ac55-4808-9ee9-9f8711317a71&variant=thumb&extension=png
Z-40001-00014,Bike,N/A,R-CORE-X,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Grey,TRUE,FALSE,40001-00014,40001-00014,40001-00015,40001-00016,40001-00017,40001-00018,40001-00019,40001-00020,,,,,,,,149,149,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes and perforated back leg panels fr increased airflow 
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool
• Tapered leg reduces drag and articulated knee improves mobility",https://fs.amplifi.io//file?id=cd1914bb-5c15-4f68-8ae7-66ff44bf6dba,https://fs.amplifi.io//file?id=cd1914bb-5c15-4f68-8ae7-66ff44bf6dba&variant=thumb&extension=png
Z-40001-00021,Bike,N/A,R-CORE-X,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Slate Blue,TRUE,FALSE,40001-00021,40001-00021,40001-00022,40001-00023,40001-00024,40001-00025,40001-00026,40001-00027,,,,,,,,149,149,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes and perforated back leg panels fr increased airflow 
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool
• Tapered leg reduces drag and articulated knee improves mobility",https://fs.amplifi.io//file?id=b9a1bb0c-2180-4ea3-b8e4-ed16b6f501f0,https://fs.amplifi.io//file?id=b9a1bb0c-2180-4ea3-b8e4-ed16b6f501f0&variant=thumb&extension=png
Z-40001-00028,Bike,N/A,R-CORE-X LE,Pants,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Pants,,Sunset,TRUE,FALSE,40001-00028,40001-00028,40001-00029,40001-00030,40001-00031,40001-00032,40001-00033,40001-00034,,,,,,,,159,159,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes and perforated back leg panels fr increased airflow 
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool
• Tapered leg reduces drag and articulated knee improves mobility",https://fs.amplifi.io//file?id=1d898a96-5fcb-47b8-80a9-711724bc4f0a,https://fs.amplifi.io//file?id=1d898a96-5fcb-47b8-80a9-711724bc4f0a&variant=thumb&extension=png
Z-40002-00000,Bike,N/A,R-CORE-X,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Black,TRUE,TRUE,40002-00000,40002-00000,40002-00001,40002-00002,40002-00003,40002-00004,40002-00005,40002-00006,,,,,,,,129,129,CN,"93% Polyester
7% Elastane","R-Core X elevates our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• DWR Polyester/Spandex 4-way stretch woven fabric for increased comfort
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Inseam laser holes for increased airflow
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=a63ec3a7-924f-456c-b01b-c2ff8b667a25,https://fs.amplifi.io//file?id=a63ec3a7-924f-456c-b01b-c2ff8b667a25&variant=thumb&extension=png
Z-40003-00000,Bike,N/A,R-CORE CONCEPT,Sleeveless Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black,TRUE,FALSE,40003-00000,40003-00000,40003-00001,40003-00002,40003-00003,40003-00004,,,,,,,,,,59,59,CN,"94% Polyester
6% Elastane","R-Core Concept pieces elevate our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• Polyester, elastane mesh fabric to aid in reducing body temperature
• Moisture management and anti microbial properties
• Taped neckline, arm holes and hem for weight reduction and comfort
• Fade resistant sublimated graphics
• Silicone heat transfer logos
• Tapered fit for improved aerodynamics
• Internal goggle wiper keeps your eye protection clean
• Wear over the R-Core Concept Jersey or as is",https://fs.amplifi.io//file?id=19576549-2dfb-4321-afdd-7a7a54f96501,https://fs.amplifi.io//file?id=19576549-2dfb-4321-afdd-7a7a54f96501&variant=thumb&extension=png
Z-40003-00005,Bike,N/A,R-CORE CONCEPT,Sleeveless Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Grey Camo,TRUE,TRUE,40003-00005,40003-00005,40003-00006,40003-00007,40003-00008,40003-00009,,,,,,,,,,59,59,CN,"94% Polyester
6% Elastane","R-Core Concept pieces elevate our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• Polyester, elastane mesh fabric to aid in reducing body temperature
• Moisture management and anti microbial properties
• Taped neckline, arm holes and hem for weight reduction and comfort
• Fade resistant sublimated graphics
• Silicone heat transfer logos
• Tapered fit for improved aerodynamics
• Internal goggle wiper keeps your eye protection clean
• Wear over the R-Core Concept Jersey or as is",https://fs.amplifi.io//file?id=e3ca882b-13eb-461d-a681-691081d9f7e1,https://fs.amplifi.io//file?id=e3ca882b-13eb-461d-a681-691081d9f7e1&variant=thumb&extension=png
Z-40003-00010,Bike,N/A,R-CORE CONCEPT,Sleeveless Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Red,TRUE,TRUE,40003-00010,40003-00010,40003-00011,40003-00012,40003-00013,40003-00014,,,,,,,,,,59,59,CN,"94% Polyester
6% Elastane","R-Core Concept pieces elevate our standard R-Core collection of Downhill/Enduro riding gear to the next level. 4-way stretch materials along with additional weight saving materials and treatments result in our lightest weight, highest performing line of riding apparel.","• Polyester, elastane mesh fabric to aid in reducing body temperature
• Moisture management and anti microbial properties
• Taped neckline, arm holes and hem for weight reduction and comfort
• Fade resistant sublimated graphics
• Silicone heat transfer logos
• Tapered fit for improved aerodynamics
• Internal goggle wiper keeps your eye protection clean
• Wear over the R-Core Concept Jersey or as is",https://fs.amplifi.io//file?id=81af854b-7f22-4920-91b3-6922085a6e37,https://fs.amplifi.io//file?id=81af854b-7f22-4920-91b3-6922085a6e37&variant=thumb&extension=png
Z-40004-00005,Bike,N/A,R-CORE CONCEPT,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Grey,TRUE,FALSE,40004-00005,40004-00005,40004-00006,40004-00007,40004-00008,40004-00009,,,,,,,,,,49,49,TW,"86% Polyester
14% Elastane","If you're looking for a competitive edge, this jersey has you covered. R-Core Concept is applying experience while redefining standards to yield different results. When every millisecond counts, this aerodynamic fit can make that difference.","• Polyester/Elastane jersey fabric
• Moisture Management Properties
• Aerodynamic chassis
• Screen printed graphics
• Flat-lock seams for comfort and resists chafing
• Wear under the R-Core Concept Bib or as is",https://fs.amplifi.io//file?id=82cb88b4-3008-4506-b9ef-0e66462e48d1,https://fs.amplifi.io//file?id=82cb88b4-3008-4506-b9ef-0e66462e48d1&variant=thumb&extension=png
Z-40005-00000,Bike,N/A,R-CORE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Racer Red,TRUE,FALSE,40005-00000,40005-00000,40005-00001,40005-00002,40005-00003,40005-00004,,,,,,,,,,59,59,TW,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Drop tail increases coverage in riding position
• Fade resistant sublimated graphics
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=146697ee-60b6-4a1e-ae0d-d393ea6b7829,https://fs.amplifi.io//file?id=146697ee-60b6-4a1e-ae0d-d393ea6b7829&variant=thumb&extension=png
Z-40005-00005,Bike,N/A,R-CORE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Slate Blue,TRUE,FALSE,40005-00005,40005-00005,40005-00006,40005-00007,40005-00008,40005-00009,,,,,,,,,,59,59,TW,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Drop tail increases coverage in riding position
• Fade resistant sublimated graphics
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=1ecdf841-4abe-4279-bf03-204a30f2ee7f,https://fs.amplifi.io//file?id=1ecdf841-4abe-4279-bf03-204a30f2ee7f&variant=thumb&extension=png
Z-40005-00010,Bike,N/A,R-CORE,Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/White,TRUE,TRUE,40005-00010,40005-00010,40005-00011,40005-00012,40005-00013,40005-00014,,,,,,,,,,59,59,TW,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Drop tail increases coverage in riding position
• Fade resistant sublimated graphics
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=a63e1128-fa00-403d-8389-d4b37bacd13d,https://fs.amplifi.io//file?id=a63e1128-fa00-403d-8389-d4b37bacd13d&variant=thumb&extension=png
Z-40008-00000,Bike,N/A,R-CORE,Youth Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Youth,Black/Racer Red,TRUE,FALSE,40008-00000,40008-00000,40008-00001,40008-00002,40008-00003,,,,,,,,,,,45,45,TW,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run. The same great features offered in our adult R Core gear have been specifically designed for optimum fit and protection for young riders. Ideal for both DH and BMX riding, R-Core gear exceeds the demands of the toughest critics on the track and trails.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Drop tail increases coverage in riding position
• Fade resistant sublimated graphics
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=b5a93559-4f34-4112-91d8-ab126d457160,https://fs.amplifi.io//file?id=b5a93559-4f34-4112-91d8-ab126d457160&variant=thumb&extension=png
Z-40008-00004,Bike,N/A,R-CORE,Youth Long Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Youth,Black/White,TRUE,TRUE,40008-00004,40008-00004,40008-00005,40008-00006,40008-00007,,,,,,,,,,,45,45,TW,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run. The same great features offered in our adult R Core gear have been specifically designed for optimum fit and protection for young riders. Ideal for both DH and BMX riding, R-Core gear exceeds the demands of the toughest critics on the track and trails.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Drop tail increases coverage in riding position
• Fade resistant sublimated graphics
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=152ad75c-11eb-426f-aad3-a2fa9d76c111,https://fs.amplifi.io//file?id=152ad75c-11eb-426f-aad3-a2fa9d76c111&variant=thumb&extension=png
Z-40011-00000,Bike,N/A,CELIUM,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Charcoal,TRUE,FALSE,40011-00000,40011-00000,40011-00001,40011-00002,40011-00003,40011-00004,,,,,,,,,,69,69,TW,"89% Polyester
11% Elastane",Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials.,"• 89% Polyester / 11% Elastane knit fabric with moisture management and anti-microbial properties
• Fade resistant sublimated graphics
• Reflective logos for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=3f04dcab-4f48-4275-b205-28d33581a35d,https://fs.amplifi.io//file?id=3f04dcab-4f48-4275-b205-28d33581a35d&variant=thumb&extension=png
Z-40011-00005,Bike,N/A,CELIUM,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Forest Green/Black,TRUE,FALSE,40011-00005,40011-00005,40011-00006,40011-00007,40011-00008,40011-00009,,,,,,,,,,69,69,TW,"89% Polyester
11% Elastane",Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials.,"• 89% Polyester / 11% Elastane knit fabric with moisture management and anti-microbial properties
• Fade resistant sublimated graphics
• Reflective logos for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=b9a98bd6-216b-48b4-b8d1-c69b4087c6e6,https://fs.amplifi.io//file?id=b9a98bd6-216b-48b4-b8d1-c69b4087c6e6&variant=thumb&extension=png
Z-40011-00010,Bike,N/A,CELIUM,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Grey/Racer Red,TRUE,FALSE,40011-00010,40011-00010,40011-00011,40011-00012,40011-00013,40011-00014,,,,,,,,,,69,69,TW,"89% Polyester
11% Elastane",Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials.,"• 89% Polyester / 11% Elastane knit fabric with moisture management and anti-microbial properties
• Fade resistant sublimated graphics
• Reflective logos for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=34363d11-8c34-4f7d-a296-5b2e639c66f4,https://fs.amplifi.io//file?id=34363d11-8c34-4f7d-a296-5b2e639c66f4&variant=thumb&extension=png
Z-40012-00000,Bike,N/A,CELIUM,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Black,TRUE,TRUE,40012-00000,40012-00000,40012-00001,40012-00002,40012-00003,40012-00004,40012-00005,40012-00006,,,,,,,,139,139,CN,"92% Polyester
8% Elastane","Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials. Our BOA System dial and lace technology waist closure insures the perfect fit, while 4-way stretch construction provides unrestricted movement on the bike.","• DWR lightweight nylon/spandex 4-way stretch woven fabric
• Fully sewn then taped seams for maximum riding comfort and durability
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Inseam laser perforations for increased airflow
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=4d8eca90-44a1-4c7b-8aa5-0198a2393e56,https://fs.amplifi.io//file?id=4d8eca90-44a1-4c7b-8aa5-0198a2393e56&variant=thumb&extension=png
Z-40012-00007,Bike,N/A,CELIUM,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Charcoal,TRUE,TRUE,40012-00007,40012-00007,40012-00008,40012-00009,40012-00010,40012-00011,40012-00012,40012-00013,,,,,,,,139,139,CN,"92% Polyester
8% Elastane","Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials. Our BOA System dial and lace technology waist closure insures the perfect fit, while 4-way stretch construction provides unrestricted movement on the bike.","• DWR lightweight nylon/spandex 4-way stretch woven fabric
• Fully sewn then taped seams for maximum riding comfort and durability
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Inseam laser perforations for increased airflow
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=970747c8-cb40-44b1-81c0-e8fde3b874bd,https://fs.amplifi.io//file?id=970747c8-cb40-44b1-81c0-e8fde3b874bd&variant=thumb&extension=png
Z-40012-00014,Bike,N/A,CELIUM,Shorts,Gear,Soft Goods,SP22,"FA22,SP22",Bottoms,Shorts,,Forest Green,TRUE,FALSE,40012-00014,40012-00014,40012-00015,40012-00016,40012-00017,40012-00018,40012-00019,40012-00020,,,,,,,,139,139,CN,"92% Polyester
8% Elastane","Celium Premium All Mountain riding apparel enhances the ride with the superior comfort of premium materials. Our BOA System dial and lace technology waist closure insures the perfect fit, while 4-way stretch construction provides unrestricted movement on the bike.","• DWR lightweight nylon/spandex 4-way stretch woven fabric
• Fully sewn then taped seams for maximum riding comfort and durability
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Inseam laser perforations for increased airflow
• Stabilization pocket to store device or tool",https://fs.amplifi.io//file?id=6716df8a-897c-4d95-acb8-42bb642e8a26,https://fs.amplifi.io//file?id=6716df8a-897c-4d95-acb8-42bb642e8a26&variant=thumb&extension=png
Z-40014-00000,Bike,N/A,AIRMATIC,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black/Charcoal,TRUE,FALSE,40014-00000,40014-00000,40014-00001,40014-00002,40014-00003,40014-00004,,,,,,,,,,49,49,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=45ea4712-e46a-44e8-a7df-13dd4ad4afd8,https://fs.amplifi.io//file?id=45ea4712-e46a-44e8-a7df-13dd4ad4afd8&variant=thumb&extension=png
Z-40014-00005,Bike,N/A,AIRMATIC LE,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black Camo,TRUE,FALSE,40014-00005,40014-00005,40014-00006,40014-00007,40014-00008,40014-00009,,,,,,,,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=8d67d398-a579-41e5-b908-d9586d044e6b,https://fs.amplifi.io//file?id=8d67d398-a579-41e5-b908-d9586d044e6b&variant=thumb&extension=png
Z-40014-00010,Bike,N/A,AIRMATIC,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Charcoal/Racer Red,TRUE,FALSE,40014-00010,40014-00010,40014-00011,40014-00012,40014-00013,40014-00014,,,,,,,,,,49,49,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=c9f65634-7687-4a8f-929d-73c15a91e3fa,https://fs.amplifi.io//file?id=c9f65634-7687-4a8f-929d-73c15a91e3fa&variant=thumb&extension=png
Z-40014-00015,Bike,N/A,AIRMATIC,Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Grey/Midnight,TRUE,FALSE,40014-00015,40014-00015,40014-00016,40014-00017,40014-00018,40014-00019,,,,,,,,,,49,49,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=7544b8e2-6f1c-4393-a889-048d284e733b,https://fs.amplifi.io//file?id=7544b8e2-6f1c-4393-a889-048d284e733b&variant=thumb&extension=png
Z-40015-00004,Bike,N/A,AIRMATIC,Women's Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Women,Black/Lavender,TRUE,FALSE,40015-00004,40015-00004,40015-00005,40015-00006,40015-00007,,,,,,,,,,,49,49,TW,100% Polyester,The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Unique neckline for added style and comfort
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=8691a743-f6f2-4b85-9c66-2563e9fd4808,https://fs.amplifi.io//file?id=8691a743-f6f2-4b85-9c66-2563e9fd4808&variant=thumb&extension=png
Z-40015-00008,Bike,N/A,AIRMATIC,Women's Short Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,Women,Slate Blue,TRUE,FALSE,40015-00008,40015-00008,40015-00009,40015-00010,40015-00011,,,,,,,,,,,49,49,TW,100% Polyester,The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Unique neckline for added style and comfort
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=8461f706-db28-49e5-8395-9b07ecbfa4e3,https://fs.amplifi.io//file?id=8461f706-db28-49e5-8395-9b07ecbfa4e3&variant=thumb&extension=png
Z-40018-00000,Bike,N/A,AIRMATIC,44624 Sleeve Jersey,Gear,Soft Goods,SP22,"FA22,SP22",Tops,Jersey,,Black,TRUE,TRUE,40018-00000,40018-00000,40018-00001,40018-00002,40018-00003,40018-00004,,,,,,,,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean",https://fs.amplifi.io//file?id=8e3f1ba7-bad1-4f3f-8671-1c14afdd1188,https://fs.amplifi.io//file?id=8e3f1ba7-bad1-4f3f-8671-1c14afdd1188&variant=thumb&extension=png
